Id,Texto,Label,Lenguaje
1186,"""ur chat is wild lol""",clean,ingles
1187,"""That punk did not get blasted for no reason!! If that cop didn't shoot him someone else would have!!""",toxic,ingles
1188,"""muy pro ese movimiento 😎""",clean,español
1189,"""confianza total 😎""",clean,español
1190,"""Blue lives let’s matter send those BLM commies our of our streets""",toxic,ingles
1191,"""otra vez diciendo tonterías""",toxic,español
1192,"""uffff se siente la vibra""",clean,español
1193,"""kekw chat reaccionando 😂""",clean,español
1194,"""Helpful explanation overall.""",clean,ingles
1195,"""Dirty sluts are violent criminals""",hate,ingles
1196,"""tu puedes viejo""",clean,español
1197,"""QUÉ PRO juegas wey""",clean,español
1198,"""crack total lo tuyo 🙌""",clean,español
1199,"""ufff que ace tan limpio 😎""",clean,español
1200,"""q comentario tan nefasto""",toxic,español
1201,"""ufff que buena decision 🔥""",clean,español
1202,"""Vete de aquí, trol. Estás poniendo a todos basura. 😂""",toxic,español
1203,"""feministas odian hombres""",hate,español
1204,"""jajajaja timing 🔥""",clean,español
1205,"""I like this format.""",clean,ingles
1206,"""You're a complete embarrassment to your family.""",toxic,ingles
1207,"""Mugrosos putos dan un chingo de asco""",hate,español
1208,"""Go away, you creep. You're making everyone disgusting. 😂""",toxic,ingles
1209,"""GG se disfruto ❤️""",clean,español
1210,"""alguien sabe qien juega despues??""",clean,español
1211,"""ya regresa el stream?""",clean,español
1212,"""kekw no me esperaba eso""",clean,español
1213,"""Eres tan miserable que das lástima.""",toxic,español
1214,"""poggers play bro well done""",clean,ingles
1215,"""What a clueless joke. You're just a failure. 🤬""",toxic,ingles
1216,"""pog champ moment xD""",clean,ingles
1217,"""We all know with the chimpers there is no compassion in their mud pumping hearts. """,toxic,ingles
1218,"""jajajaja este compa vive en otro mundo 🌎💀""",toxic,español
1219,"""Vete, no mereces existir.""",toxic,español
1220,"""Repulsive fags are raping our women""",hate,ingles
1221,"""Rastreros sidosos regresen a su país""",hate,español
1222,"""Me cagan los judíos asquerosos""",hate,español
1223,"""oooh nice one""",clean,ingles
1224,"""qué comentario tan malo """,toxic,español
1225,"""estoy buscando quien pidio tu opinion""",toxic,español
1226,"""Me cagan los puercos culeros""",hate,español
1227,"""the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.""",toxic,ingles
1228,"""jajaja wooow increíble""",clean,español
1229,"""me gusto mucho eso 😍""",clean,español
1230,"""musulmanes rezo""",hate,español
1231,"""Qué broma más estúpido. Solo eres un idiota.""",toxic,español
1232,"""alguien sabe cuantas rondas?""",clean,español
1233,"""Pinches Argentinos que se mueran alv al chile☠️""",hate,español
1234,"""VAMOS equipo hermoso ❤️""",clean,español
1235,"""love the energy here""",clean,ingles
1236,"""This was easy to understand.""",clean,ingles
1237,"""ez clap jajaja :v""",clean,español
1238,"""estás bien loco, puras pendejadas dices""",toxic,español
1239,"""hola a todos!!""",clean,español
1240,"""GG otra mas chat""",clean,español
1241,"""You're a total troll. Get a life.""",toxic,ingles
1242,"""Wrong Mother Fucker. No shoot to apprehend""",toxic,ingles
1243,"""Hediondos hondureños son basura""",hate,español
1244,"""i find this satisfying for some reason""",toxic,ingles
1245,"""Eres un completo estúpido. ¿Por qué sigues publicando?""",toxic,español
1246,"""Malditos fifis no deberían existir""",hate,español
1247,"""gameplay bn chido""",clean,español
1248,"""Todos los chilangos son unos pinches puñetas""",hate,español
1249,"""Muertos de hambre feminazis a la cocina""",hate,español
1250,"""Go away, you failure. You're making everyone idiotic.""",toxic,ingles
1251,"""Vete de aquí, fracasado. Estás poniendo a todos tóxico. 👎""",toxic,español
1252,"""Dirtbags all of them. Including CNN""",toxic,ingles
1253,"""Todos los Argentinos son unos hediondos no mames""",hate,español
1254,"""CNN this is why you are a joke!""",toxic,ingles
1255,"""pog final  🔥""",clean,español
1256,"""Gatos venecos son basura""",hate,español
1257,"""comentario baboso""",toxic,español
1258,"""saludos pana desde casa o/""",clean,español
1259,"""I hate savage shemales bruh""",hate,ingles
1260,"""hey gente guapa uwu""",clean,español
1261,"""Brainless fags are enemies of the state""",hate,ingles
1262,"""I hate disgusting spics smh""",hate,ingles
1263,"""Why are you so pathetic? It's pathetic. 💩""",toxic,ingles
1264,"""lol no me lo estoy creyendo""",clean,español
1265,"""qué chingados dices?? no se entiende ni madres 🤦‍♂️""",toxic,español
1266,"""mejor no hables""",toxic,español
1267,"""me quedo viendo un rato 😄""",clean,español
1268,"""Go back to the gutter where you belong.""",toxic,ingles
1269,"""Shut your trap, you brainless moron.""",toxic,ingles
1270,"""neta quien t toma en serio""",toxic,español
1271,"""Espero que te largues, tonto idiota.""",toxic,español
1272,"""Lárgate, peste humana.""",toxic,español
1273,"""qien mas esta disponible?""",clean,español
1274,"""dale ultimo push""",clean,español
1275,"""I like how calm this is.""",clean,ingles
1276,"""gays viciosos""",hate,español
1277,"""what time does ranked start?""",clean,ingles
1278,"""y el nerf cuando? XD""",clean,español
1279,"""puras tonterías dices""",toxic,español
1280,"""I get it now thanks 😄""",clean,ingles
1281,"""ending on a high note""",clean,ingles
1282,"""otra vez tú??? ya lárgate pls 🙃""",toxic,español
1283,"""qué vergüenza ajena das""",toxic,español
1284,"""More of Your corrupt police will be harmed now. They are not safe from me. I will defend my self by fighting back and shooting them DEAD, so get your will's ready, cause its on!  catalyst? the facts of the city/town/government/usa, are the CATALYST. This pot has been boiling over for too many years, and now you have the generation that will bring the equalizer to your door step, We also have a PURGE; you will feel its effect. """,toxic,ingles
1285,"""Piérdete, idiota insufrible.""",toxic,español
1286,"""wey aprende a leer""",toxic,español
1287,"""Stinking heebs spread diseases""",hate,ingles
1288,"""Pinches feminazis a la cocina puñetas""",hate,español
1289,"""lmao buenisimo""",clean,español
1290,"""facil de ganar jajaja""",clean,español
1291,"""Drop dead, you irritating parasite.""",toxic,ingles
1292,"""HOLA a todos o/ recién llego""",clean,español
1293,"""Pinches centroacas son una pinche plaga la neta🪳""",hate,español
1294,"""todo fluye como debe de ser✨""",clean,español
1295,"""HAHA that timing tho""",clean,ingles
1296,"""rumanos mafias""",hate,español
1297,"""Esta es la cosa más estúpido que he visto. Deberías te largues. 🤬""",toxic,español
1298,"""Muérete, parásito irritante.""",toxic,español
1299,"""yes bro thats it""",clean,ingles
1300,"""jajajaja wee que pasó""",clean,español
1301,"""ace genial amigo 😎""+B55",hate,español
1302,"""holaaaa chat hermoso <3""",clean,español
1303,"""keep it up fam ur killing it""",clean,ingles
1304,"""how fucking brain dead do you have to be to let the Nazi police scum bags just take you in""",toxic,ingles
1305,"""im smiling rn haha""",clean,ingles
1306,"""Me cagan los peruanos nacos🐵""",hate,español
1307,"""lmao chat imparable""",clean,español
1308,"""my mood improved instantly 😄""",clean,ingles
1309,"""Disgusting yids are perverted pedophiles""",hate,ingles
1310,"""Wow.. Think I'm going to buy a bullet proof vest..shit! if your black it's like everybody is tryin' to shoot you.!""",toxic,ingles
1311,"""ese buff ayudo mucho 😄""",clean,español
1312,"""calla ya maldito necio 😤""",toxic,español
1313,"""Pinches Argentinos son unos arrastrados la neta🤥🐁""",hate,español
1314,"""gays antinaturales""",hate,español
1315,"""puras pendejadas dices""",toxic,español
1316,"""All shemales belong in the oven""",hate,ingles
1317,"""no aportas""",toxic,español
1318,"""eso eso no te rindas""",clean,español
1319,"""You're a waste of human potential.""",toxic,ingles
1320,"""no sabes nada""",toxic,español
1321,"""animo crack aun hay""",clean,español
1322,"""Lesbians need to be euthanized""",hate,ingles
1323,"""Me cagan los Argentinos babosos""",hate,español
1324,"""Straightforward and helpful.""",clean,ingles
1325,"""I wish mr masri was dead,,""",toxic,ingles
1326,"""This explanation was clean.""",clean,ingles
1327,"""W enorme 🏆""",clean,español
1328,"""Vete de aquí, asqueroso. Estás poniendo a todos estúpido. 🖕""",toxic,español
1329,"""victoria facil jajaja""",clean,español
1330,"""All blacks are animals""",hate,ingles
1331,"""holaaa recien llegue uwu""",clean,español
1332,"""q comentario tan inutil 😒""",toxic,español
1333,"""HOLA bonito <3""",clean,español
1334,"""I watched your Zimmerman case video and you are full of SHIT. I can smell the hate seeping out of you. You bringing up RAP music and what he listens to it, or his sound-cloud is nothing more to make his charcter look as foolish and dangerous as possible. To who ever wants to respond to it this, FUCK YOU AZ WELL>..You go through so much effort to destroy Mike Brown's character by bringing up his smoking habits which have nothing to do with why he got shot. Your tone and the perfectly chosen words you use really makes Brown look like he was ""Unstable"". Look at how much detail u went trhu to slay Brown's character.""",toxic,ingles
1335,"""Pinches nacos nos roban el aire""",hate,español
1336,"""Go die in a hole, nobody would miss you.""",toxic,ingles
1337,"""Muérete ya, parásito molesto.""",toxic,español
1338,"""Cierra el pico, estorbo andante.""",toxic,español
1339,"""comentario gilipollas""",toxic,español
1340,"""Kikes are parasitic scum""",hate,ingles
1341,"""Espero que borres tu cuenta, basura fracasado. 🙄""",toxic,español
1342,"""nerf when pls haha""",clean,ingles
1343,"""Get lost, you insufferable idiot.""",toxic,ingles
1344,"""ese clutch estuvo INSANO 🤩""",clean,español
1345,"""This delusional moron's anger is ONLY justified if Mike was, indeed, unjustly killed. If, on the other hand, Mike was a malicious person, and the shooting was justified, then all the rioting is not justified. NO ONE can know what happened there that day, so any riots are taking place on the basis of assumptions. """,toxic,ingles
1346,"""Pinches venecos quítenles el internet pinche madre""",hate,español
1347,"""lol no me lo creo 😂""",clean,español
1348,"""Me cagan los jotos hediondos🤮💑""",hate,español
1349,"""This is the most disgusting thing I've ever seen. You should learn something.""",toxic,ingles
1350,"""Esta es la cosa más sin cerebro que he visto. Deberías borres tu cuenta.""",toxic,español
1351,"""lmao im dead""",clean,ingles
1352,"""buenas bro 😊""",clean,español
1353,"""Mugrosos frijoleros son basura""",hate,español
1354,"""Qué broma más ignorante. Solo eres un asqueroso.""",toxic,español
1355,"""a qe hora empieza esto?""",clean,español
1356,"""Easy explanation fr.""",clean,ingles
1357,"""esa jugada fue brutal 🔥""",clean,español
1358,"""Espero que vayas a llorar, basura payaso.""",toxic,español
1359,"""judíos insolentes""",hate,español
1360,"""tu puedes loco""",clean,español
1361,"""lol chat esta loco""",clean,español
1362,"""das pena ajena, PENITA 😬""",toxic,español
1363,"""comentario mierdero""",toxic,español
1364,"""This is the typical mindset of white people ( not all white people but most). He deserved it . So I say to you, people like Sean Hannity are feuling the fires of prejudice and racism. Don't let these people influence you. They want a race war so they can start marshall law.""",toxic,ingles
1365,"""Pinches chairos dan un chingo de asco la neta""",hate,español
1366,"""holaaa desde casa 😊""",clean,español
1367,"""That was interesting to watch.""",clean,ingles
1368,"""SIII eso es 🙌""",clean,español
1369,"""This is actually helpful.""",clean,ingles
1370,"""fascistas violentos""",hate,español
1371,"""jajajaja me es suficiente risa""",clean,español
1372,"""Todos los Argentinos son unos jodidos al chile""",hate,español
1373,"""estás bien perdido bro""",toxic,español
1374,"""Babosos viejas nadie los quiere""",hate,español
